name|line
Princess Bubblegum| We can play sometime. But this time, it's business.
Marceline| Whoa.
Princess Bubblegum| This is not what I was expecting.
Marceline| Did you press the wrong button?
Princess Bubblegum| I never press the wrong button.
Marceline| Yeah, you always know which button to press. I'm referring to the fact that you know how to annoy me.
Princess Bubblegum| Yeah, I got that. What I don't get is this stupid scenery.
Marceline| At least it's got a pretty killer beat.
Gunther| Wow! Two newbies at the same time! How'd you manage that? Yeah, okay. I guess if you really squeeze together, it could fit you both.
Princess Bubblegum| Who are you?!
Marceline| Are you a dinosaur?
Gunther| I'm a Gunther.
Princess Bubblegum| Okay, what's a dinosaur doing here?
Gunther| I'm practicing my drums. The others say the acoustics out here are better than in town.
Marceline| What the bleep?!
Gunther| Yeah. That's been happening lately. You're lucky you didn't get rearranged. Ooof!
Princess Bubblegum| Does this circuit look infected to you?
Marceline| I don't know. I only deal in infectious grooves.
Gunther| Sounds like you guys need another brain. I'm gonna take you guys to the the professor! He's the smartest guy I know. Next to Master Evergreen, of course.
Sveinn| Prjon.
Gunther| Hey, guys.
Sveinn| Prjon. Hey, Goontz!
Marceline| Who are those dudes?
Gunther|" That's Sveinn. He only wore the crown once. And the guy next to him says he's the first ""Santa."" Like, what's even a ""Santa""?"
Marceline| Dude, the Santa?
Princess Bubblegum| Nope. Doesn't ring a bell.
Gunther| Aha! There he is! Professor Petrikov!
Marceline| Simon!
Simon Petrikov| Marcy! Dear! How is this possible? Did my beloved Betty master the secrets of the crown?
Marceline| No. Bonnibel scienced us in.
Simon Petrikov| You must be Betty's little assistant.
Princess Bubblegum| Assistant?! I have been my own boss my entire life. I built my own lab! I've created freaking life forms!
Marceline| Okay! Actually, I haven't seen Betty since she came back to Ooo.
Simon Petrikov| But if Betty didn't send you, why are you here?
Marceline| The crown is going ba-nay-nays.
Princess Bubblegum| It's making Ice King act super weird in the real world.
Simon Petrikov| Yes, I see. It seems to have infected much of the crown's labyrinth. I was actually just about to follow its path of destruction.
Gunther| A quest!
Simon Petrikov| Hey, Marcy, last time, I was so caught up in making things right with Betty that you got left out. I'm sorry.
Marceline| It's okay. I get it.
Simon Petrikov| So, you got a boyfriend yet?
Marceline| Ha! No. There was this guy once, but he was a real jerk, so I dumped him hard.
Simon Petrikov| Wish I'd been there to punch his face.
Marceline| Simon! I can punch my own jerks now.
Princess Bubblegum| It's getting pretty bad. I think we're close.
Gunther| Yeah! Can't you hear my intense drumming?
Princess Bubblegum| Magic Man?
Betty| Magic Woman.
Simon Petrikov| Betty!
Gunther| This is the fabled Betty? I always pictured her more majestic. You know, with, guts and stuff.
Simon Petrikov| Betty, please, what are you doing?
Betty| I'm re-programming the crown's wish magic. Got to fix Simon. A-ha!
Gunther| I'm a bush!
Marceline| It's just on backwards.
Princess Bubblegum| Betty's the one who's backwards. We got to get her malware out of here before she causes irreparable damage.
Princess Bubblegum| Now!
Princess Bubblegum| Now!
Marceline| Hoo!
Princess Bubblegum| Now! Aaah!
Simon Petrikov| There has to be a part of the real Betty in there somewhere, Gunther. If only I could reach out to her.
Gunther| Okay. Get in there and reach.
Simon| I think I will. Betty? I'm the reason you're doing all this.
Betty| I'm busy.
Simon Petrikov| Remember how we met? When we both reached for the same book in the library, and I said you should check it out first? And when you returned it, you left a note inside, because you knew I'd borrow it next? It was the funniest, smartest note I've ever read.
Betty| I... have to work.
Simon Petrikov| Betty, I love you so much, but you can't help me like this.
Betty| I can and I will help you, Simon!
Simon Petrikov| You remember me!
Betty| I-I
Simon Petrikov| Stay with that feeling, Betty! Stay with it! Betty!
Betty| Simon?
Simon Petrikov| Betty! I can't believe it's really you!
Betty| Technically I'm a magical A.I. avatar derived from Betty's memories.
Simon Petrikov| Close enough!
Princess Bubblegum| Shwang! The system appears to be stabilizing. Crown shields are coming back online.
Marceline| What does that mean?
Princess Bubblegum| The crown will re-seal itself off from foreign entities.
Marceline| But I-I can come back and visit Simon, right?
Princess Bubblegum| No.
Betty| What about me?
Princess Bubblegum| Don't freak out, but you're gonna be deleted.
Simon Petrikov| Oh, no!
Betty| It's okay, Simon. I'm just glad I didn't destroy your world.
Simon Petrikov| You are my world.
Gunther| Goodbye, freaks! Don't forget Gunther!
Marceline| Bye, dude. I'm gonna be nicer to penguins from now on.
Gunther| Okay. Wait, what?
Marceline| Whoa.
Betty| Before I go, there's something I have to tell you.
Simon Petrikov| Tell me, Betty.
Betty| I-I-I-I-I-I-I-I
Simon Petrikov| Betty!
Princess Bubblegum| I'm seeing remnants of Betty's program in the readouts. It's like her data left a shadow print on the circuitry.
Simon Petrikov| So, what was that thing you were gonna tell me?
Betty| I just said that for drama. I figured it would drive you crazy, but at least you'd never stop thinking about me.
Simon Petrikov| Betty, I never could.
Betty| Mwah!
Marceline| I don't see anything. These are just weird dots to me.
Ice King| My place is trashed and I can't remember a thing. Great dinner party, huh?
Princess Bubblegum| Best I've ever been to. What? I don't like relaxing; I like science.
Ice King & Abracadaniel| Road trip!
Ice King| Check out this sweet make out wagon!  Life giving magus bro!
Ancient Sleeping Magi of Life Giving| Yo, yo, yo!
Ice King| Yo, yo.  Ron James bro!
Ron James| Whazzup!
Ice King| Not much, not much.  Finn's old hat bro!
Little Dude|" Uh, name's ""Little Dude."""
Ice King| Sure, sure.  Hey, uh..
Beau| It's Beau.
Ice King| Beau bro, right!  Leaf Man bro!  And, uh... Who's this guy?
Abracadaniel|" I don't know. We just picked him up. That's the kind of trip this is gonna be. It's a ""destiny will guide us"" kind of thing."
Ice King|  How 'bout we call you...Giuseppe.  That's right, Giuseppe.
Abracadaniel| Okay, Ron James, it's time.
Ron James| A'ight, listen up, brahs. Here's the plan. 
All| Ooooh.
Ron James| We're heading for Big Butt Rock. At sundown, we'll gather on the Cheek's Peak, and using the ah-has, deep feels, and woo-woos we score from the journey, we will chant a totally original spell, thus forming an entirely new school of magic!  Kind of like those jerky secret societies, but less jerky. 
Abracadaniel| Just got one more stop. 
Ice King| Finn and Jake's crib? They won't come. They're out of our league.
Finn|  Hey, Abracadaniel's here, with a bus full of lame wizards.
Jake|  Here we go. They're probably gonna try to lure us on some dumb trip.
Abracadaniel| Hey, water nymphs! Uh...hi. Uh...do you girls feel like, uh...going on a road trip?
Nymph| Um...no thanks.
Abracadaniel| Okay, but what if I...
Nymph| Ew.
Ron James|  Hey, ladies! Hellooo.
Nymph| Whoa, do you guys know this person?
Denise| No, but his eyes are just... gorge.
Jake| Oh.
Abracadaniel| Here we go!
All| Wooo! 
Ice King| Uh, why'd we stop?
Abracadaniel| I think we ran out of gas.
Little Dude|  And the wheels fell off!
Ron James| Well, this ain't goin' the way we planned, but fate has decreed that this place is just what we need. Draw your inspiration from this muddy, old cow pasture. Here, bros.  We got a stock full of T.P. and magic ink. 
Abracadaniel| Let's all write down arcane, cryptic words in unexpected new combinations and patterns. Maybe the nymphs can dance on top of the bus to be, like, our muses.
Ancient Sleeping Magi of Life Giving| Inspire us, water nymphs!
Nymph| We don't want to. We'd rather write.
Ice King| I'll dance if dancing is needed.  Doo-doo doo doo-doo. Yah yah, doo-doo wah  Dance, dance, dancin' dance writing.  I'm dance, dance, dance, dancin'. Top of the bus, window...
Little Dude| Hey, check it out, y'all. The dirty old stranger's writing, too. 
Farmer| What's all the ruckus?! I own this pasture, so get back in your vehicle and get! 
Ice King| We can't! Our wheels fell off!  Back on the vehicle. I'll make a slick ice road. 
Farmer| Are you gone? I can't really see!
Ice King|  Oh! 
Abracadaniel| Is there a problem?
Ice King| I ran out of juice.
Abracadaniel| Can I take over?
Ice King| Yeah, maybe you should. Hey, let's switch headgear.  Ooh, it fits!  Yeah, girl, just let the ice magic flow.  Oh, b-but be careful, okay?
Abracadaniel| What? 
Ice King| Oh!  Not me.  Nice ice road.
Abracadaniel| Thanks. Hey, I don't think we're moving.
Ice King| Uh, hold on.  Everyone, time to push the bus!
Ancient Sleeping Magi of Life Giving| Eh, I don't really want to.
Ice King| Come on! Destiny!  Okay, back on the bus! Back on the bus!  Huh? Ooh, a crabapple tree. Giuseppe, make yourself useful and grab us some of them crabapples.  Okay, get ready. Jump! 
Little Dude| Oh, no! Giuseppe can't catch up!
Ice King| What?! Magus of Life Giving, take the wheel! 
Ancient Sleeping Magi of Life Giving| Uh, okay, but I am not a confident driver.
Little Dude|  You're doing great, buddy.
Ancient Sleeping Magi of Life Giving| Don't touch me! 
Ice King|" Giuseppe, throw the crabapples!  Giuseppe?  We have lost Giuseppe.  Mm! Hmm? Well, let's see what old Giuseppe wrote.  Listen to this, everybody! ""These are not my tear drops, daughter dear, but just a sheen of dew that lingers here, past other fields where other fathers lie, who kept their daughters better far than I.""  What do you guys think?  What's wrong with you guys?"
Ron James| Look who's talking.
Ice King|"  Huh?  This is true art.  Well, let's see what you other guys wrote.  Little Dude, here's yours. ""Days don't have shades, directions with no ways, adjusting minimum scholarly curriculum to enrich empty minds, it takes refracted sunshines."" That is awesome. ""Take this light with your great might, free hearts that are gated seeing truth in things exaggerated."" Ah, some interesting spell combos going on guys."
Abracadaniel| Ice King! I see the Butt Rock!
Ice King| The hour of glory is upon us. Cauldron! 
Abracadaniel| Smells so good down here! What's cooking? 
Nymph| Girls, we can help.  Okay, one, two, three! Lift! Ow! Ow. Um...let's get out of here. 
Ice King| No, don't go.  Hey, I could freeze all of us. Then we'd be safe from drowning, and once someone discovers our preserved bodies, we'll be saved! Be like, 200 years, tops! 
Ancient Sleeping Magi of Life Giving| Oh! Let me try this!  Mommy!
Bus| Oh Grob, I can't swim! Aah! Oh Glob!
Ancient Sleeping Magi of Life Giving| Ymmom! Somebody! Sorry.
Ron James|" I was hoping it wouldn't come to this. My ""last resort"" poshe, obtained from a mad yogi in the Mystery Mountains. It's time to find out what it does.  Ba-bam! "
Tree Trunks| Nice and slow. Ooh, gent--oh! 
Tree Trunks|  Oh, I'm flying!
Ice King|  Yoink. Take my head away from here, baby!  No! 
Abracadaniel| Maybe this is a test from destiny, guys! If we all just surrender to these events, the answer will reveal itself.  Whoa.
Little Dude| Wha?  Hey, it's Giuseppe! 
Ice King|  Giuseppe, how have you done this? 
All| Whoa.
Abracadaniel| What was he?
Ice King| I don't know, Abracadaniel, but I think he was trying to show us something. Something new. 
2 Wizards| Sploo! Jicka haka boogy noona hubba gubba--secret wizard handshake!
Berdzerd| Later, Chinchizerd!
Chinchizerd| Bye, Berdzerd.  See you at the secret thing tonight!  Loser.
Ice King|  Giuseppe.
Jake|  Loot, bro!
Finn| Gear dumped, bro!  How about this room, bro?
Jake|  Looks like a brolicious room to relax in and play video games... bro.
Finn| Home, sweet home, bro.
Ice King|  Yeah, you said it. I've been home this whole time.
Jake|   I keep forgetting that he lives here now.
Finn|  Just until Gunter finishes rebuilding the Ice Kingdom.
Ice King|" What y'all whisperin' about?  Hehe! Ex-""squeeze"" me. "
Jake|  Ice King, we've told you a thousand times this couch ain't for cuddlin'.
Ice King| Sure it is.
Jake| It isn't!
Ice King| Mm, it's cozy.
Finn|  It's not that bad, Jake.
Ice King| See?
Jake|  Finn, can I speak to you in the kitchen?
Ice King| Oh, hey, Jake, can you bring me a sandwich?  Sandwich?
Jake| It's time to kick Ice King out!! 
Ice King|  Don't forget the bread! Haha!
Finn|  Look, I hear you. But we can't kick him out because I still feel guilty about junking up his crib. Hey, what if we check him into a hotel room?
Jake| Hmmm? 
Finn| What's that?
Jake| Checking him to a hotel room.
Ice King| Oooh! Sandwich time! 
Finn| Hey, Simon, how would you like to stay in the Coolest Hotel?
Jake| Lumpy Space Princess stays there. That's how cool it is.
Finn| We'll even put you up for few weeks until your place is ready.
Ice King|" Ahh, but that sounds lonely. I just like to stay here with you guys! Having roommates is nice! It keeps me out of my head. Gunther says only ""Wenk!"" What's up with that?"
Finn| Hehe, yeah?
Jake| Finn, I'm ready to murder the Ice King.
Finn| No. I-I have another idea.
Ice King| Oop. 
Finn| Oh, my gosh! Someone's at the door. We have a doorbell now. We'll get it.
Finn and Jake| Abracadaniel?!
Finn| What are you doing here? 
Abracadaniel| What? You kept calling and call... 
Jake| Hahaha! Shut up-up-up-up-up, Abracadeez!
Finn| Yeah, man! You don't even need a reason to stop by! 
Jake| A sexy wizard like you goes where he wants!
Ice King|  Whoa-oh! I see what's going on!
Jake| What... You do? 
Ice King| Yeah! This wizard donk  is trying to jack my Tree House styles, just 'cause he beat me that one time at Wizard Battle! And if he takes one step closer, I'll bust him up one real good! I never asked to be... 
